,belongs_to_collection,budget,genres,homepage,original_language,popularity,production_companies,production_countries,runtime,spoken_languages,title,vote_average,vote_count,year,day,month,cast,cast_size,crew_size,director
75,"{'id': 122017, 'name': 'Screamers Collection', 'poster_path': '/vtCuIaQvK3IyLENmuc73RFm4TU7.jpg', 'backdrop_path': None}",20000000.0,"['Horror', 'Science Fiction']",,en,12.758848,"['The Movie Network (TMN)', 'Allegro Films', 'Fuji Eight Company Ltd.', 'Fries Film Group', 'Super Ecran', 'Triumph Films']","['Canada', 'Japan', 'United States of America']",108.0,1,Screamers,6.1,154.0,1995.0,Fri,Sep,"['Peter Weller', 'Roy Dupuis', 'Jennifer Rubin', 'Andrew Lauer', 'Liliana Komorowska', 'Michael Caloz', 'Jason Cavalier', 'Ron White', 'Charles Edwin Powell']",9,35,Christian Duguay
80,,8000000.0,"['Drama', 'Crime']",,en,4.486179,['Miramax Films'],['United States of America'],116.0,1,Things to Do in Denver When You're Dead,6.7,87.0,1995.0,Fri,Dec,"['Andy García', 'Christopher Lloyd', 'William Forsythe', 'Bill Nunn', 'Treat Williams', 'Jack Warden', 'Steve Buscemi', 'Fairuza Balk', 'Gabrielle Anwar', 'Christopher Walken', 'Michael Nicolosi', 'Sarah Trigger', 'David Stratton', 'Jenny McCarthy']",14,8,Gary Fleder
85,,38000000.0,"['Action', 'Drama']",,en,9.568603999999999,"['Hollywood Pictures', 'Largo Entertainment', 'Scott Free Productions']",['United States of America'],129.0,4,White Squall,6.3,86.0,1996.0,Fri,Feb,"['Jeff Bridges', 'Caroline Goodall', 'John Savage', 'Scott Wolf', 'Jeremy Sisto', 'Ryan Phillippe', 'David Lascher', 'David Lascher', 'Eric Michael Cole', 'Jason Marsden', 'David Selby', 'Julio Oscar Mechoso', 'Zeljko Ivanek', 'Balthazar Getty', 'Ethan Embry']",15,10,Ridley Scott
88,,8169363.0,"['Crime', 'Drama', 'Thriller']",,en,6.848591000000001,['Paramount Pictures'],['United States of America'],90.0,1,Nick of Time,6.1,190.0,1995.0,Wed,Nov,"['Johnny Depp', 'Courtney Chase', 'Charles S. Dutton', 'Christopher Walken', 'Roma Maffia', 'Peter Strauss', 'Gloria Reuben', 'Marsha Mason', 'Miguel Nájera', 'Bill Smitrovich', 'G.D. Spradlin', 'Charles Carroll']",12,10,John Badham
90,,47000000.0,"['Drama', 'Horror', 'Thriller', 'Romance']",,en,12.866139,"['TriStar Pictures', 'NFH Productions']",['United States of America'],104.0,1,Mary Reilly,5.7,77.0,1996.0,Fri,Feb,"['Julia Roberts', 'John Malkovich', 'George Cole', 'Michael Gambon', 'Glenn Close', 'Kathy Staff', 'Michael Sheen', 'Bronagh Gallagher', 'Linda Bassett', 'Ciarán Hinds', 'Henry Goodman']",11,14,Stephen Frears
91,,14000000.0,"['Comedy', 'Horror', 'Romance']",,en,9.071127,['Paramount Pictures'],['United States of America'],100.0,1,Vampire in Brooklyn,4.5,113.0,1995.0,Thu,Oct,"['Eddie Murphy', 'Angela Bassett', 'Allen Payne', 'Kadeem Hardison', 'John Witherspoon', 'Zakes Mokae', 'Joanna Cassidy', 'W. Earl Brown', 'Simbi Khali']",9,11,Wes Craven
93,,50000000.0,"['Action', 'Adventure', 'Drama', 'Thriller']",,en,14.957626000000001,"['Twentieth Century Fox Film Corporation', 'WCG Entertainment Productions', 'Mark Gordon Productions']",['United States of America'],108.0,1,Broken Arrow,5.7,459.0,1996.0,Fri,Feb,"['John Travolta', 'Christian Slater', 'Samantha Mathis', 'Delroy Lindo', 'Bob Gunton', 'Frank Whaley', 'Howie Long', 'Vondie Curtis-Hall', 'Jack Thompson', 'Vyto Ruginis', 'Ousaun Elam', 'Shaun Toub', 'Casey Biggs', 'Jeffrey J. Stephen', 'Joey Box']",15,17,John Woo
99,,7000000.0,"['Comedy', 'Crime', 'Drama']",,en,6.904831,"['Gracie Films', 'Columbia Pictures Corporation']",['United States of America'],91.0,2,Bottle Rocket,6.8,285.0,1996.0,Wed,Feb,"['Luke Wilson', 'Owen Wilson', 'Lumi Cavazos', 'Andrew Wilson', 'Robert Musgrave', 'Haley Miller', 'James Caan', 'Ned Dowd', 'Shea Fowler', 'Brian Tenenbaum', 'Jenni Tooley', 'Temple Nash']",12,18,Wes Anderson
102,,12000000.0,['Comedy'],,en,9.592265,"['Universal Pictures', 'Brillstein-Grey Entertainment', 'Robert Simonds Productions']",['United States of America'],92.0,1,Happy Gilmore,6.5,767.0,1996.0,Fri,Feb,"['Adam Sandler', 'Ben Stiller', 'Christopher McDonald', 'Julie Bowen', 'Frances Bay', 'Carl Weathers', 'Richard Kiel', 'Bob Barker', 'Allen Covert', 'Joe Flaherty', 'Lee Trevino', 'Robert Smigel', 'Dennis Dugan', 'Kevin Nealon', 'Verne Lundquist', 'Jared Van Snellenberg', 'Ken Camroux']",17,10,Dennis Dugan
103,,24000000.0,"['Drama', 'Romance']",,en,5.951077,"['Amblin Entertainment', 'Malpaso Productions', 'Warner Bros.']",['United States of America'],135.0,1,The Bridges of Madison County,7.3,397.0,1995.0,Sun,May,"['Meryl Streep', 'Clint Eastwood', 'Annie Corley', 'Victor Slezak', 'Jim Haynie', 'Sarah Kathryn Schmitt', 'Christopher Kroon', 'Phyllis Lyons', 'Debra Monk', 'Richard Lage', 'Michelle Benes', 'Alison Wiegert']",12,13,Clint Eastwood
108,,72000000.0,"['Action', 'Drama', 'History', 'War']",,en,20.755149,"['Icon Entertainment International', 'The Ladd Company', 'B.H. Finance C.V.']",['United States of America'],177.0,4,Braveheart,7.7,3404.0,1995.0,Wed,May,"['Mel Gibson', 'Catherine McCormack', 'Sophie Marceau', 'Patrick McGoohan', 'Angus Macfadyen', 'Brendan Gleeson', 'James Robinson', 'James Cosmo', 'Sean McGinley', 'Gerda Stevenson', 'Mhairi Calvey', 'Jeanne Marine', 'Sean Lawlor', 'Sandy Nelson', 'Alan Tall', 'Andrew Weir', 'Brian Cox', 'Peter Hanly', 'Stephen Billington', 'Tommy Flanagan', 'Rupert Vansittart', 'Tam White', 'Ian Bannen', ""David O'Hara"", 'Peter Mullan', 'David Gant', 'Malcolm Tierney', 'Martin Murphy', 'Gerard McSorley', 'Bernard Horsfall', 'Richard Leaf', 'Liam Carney', 'Ralph Riach', 'Barry McGovern', 'John Kavanagh', 'Alun Armstrong', 'Julie Austin', 'Alex Norton', 'Michael Byrne', 'William Scott-Masson', 'Dean Lopata', 'Donal Gibson', 'Jimmy Chisholm', 'John Murtagh', 'David McKay', ""Niall O'Brien"", 'Martin Dempsey', 'Jimmy Keogh', 'Joe Savino', 'Mal Whyte', 'Paul Tucker', 'Graeme Ford', 'Greg Jeloudov', 'Rana Morrison', ""Jer O'Leary""]",55,67,Mel Gibson
109,,1300000.0,"['Crime', 'Drama']",,en,14.092713,"['Columbia Pictures Corporation', 'Italo/Judeo Productions', 'Bill/Phillips']",['United States of America'],114.0,2,Taxi Driver,8.1,2632.0,1976.0,Sat,Feb,"['Robert De Niro', 'Cybill Shepherd', 'Harvey Keitel', 'Jodie Foster', 'Peter Boyle', 'Leonard Harris', 'Albert Brooks', 'Diahnne Abbott', 'Gino Ardito', 'Martin Scorsese', 'Murray Moston', 'Richard Higgs', 'Bill Minkin', 'Bob Maroff', 'Victor Argo', 'Joe Spinell', 'Frank Adu', 'Brenda Dickson', 'Norman Matlock', 'Harry Northup', 'Harlan Cary Poe', 'Steven Prince', 'Peter Savage', 'Nicholas Shields', 'Ralph S. Singleton', 'Annie Gagen', 'Carson Grant', 'Mary-Pat Green', 'Debbi Morgan', 'Don Stroud']",30,46,Martin Scorsese
110,,7500000.0,"['Crime', 'Action', 'Comedy', 'Thriller']",,cn,12.314278,"['New Line Cinema', 'Golden Harvest Company']",['Hong Kong'],91.0,2,Rumble in the Bronx,6.5,245.0,1995.0,Mon,Jan,"['Jackie Chan', 'Anita Mui', 'Françoise Yip', 'Bill Tung', 'Marc Akerstream', 'Garvin Cross', 'Morgan Lam', 'Kris Lord', 'Carrie Cain-Sparks']",9,4,Stanley Tong
117,,25000000.0,"['Comedy', 'Drama']",,en,1.522412,['Savoy Pictures'],['United States of America'],113.0,1,Steal Big Steal Little,5.1,7.0,1995.0,Fri,Sep,"['Andy García', 'Alan Arkin', 'Rachel Ticotin', 'Joe Pantoliano', 'Ally Walker', 'David Ogden Stiers', 'Kevin McCarthy', 'Richard Bradford', 'Holland Taylor']",9,5,Andrew Davis
120,,40000000.0,"['Comedy', 'Romance']",,en,6.506983,['Paramount Pictures'],['United States of America'],117.0,2,Boomerang,5.4,139.0,1992.0,Tue,Jun,"['Eddie Murphy', 'Robin Givens', 'Halle Berry', 'David Alan Grier', 'Grace Jones', 'Martin Lawrence', 'Geoffrey Holder', 'Eartha Kitt', 'Chris Rock', 'Tisha Campbell-Martin', 'Lela Rochon', 'John Canada Terrell', 'John Witherspoon']",13,6,Reginald Hudlin
123,,7000000.0,"['Comedy', 'Romance']",,en,5.579088,['Miramax Films'],['United States of America'],92.0,1,Flirting with Disaster,6.3,66.0,1996.0,Fri,Mar,"['Ben Stiller', 'Patricia Arquette', 'Téa Leoni', 'Mary Tyler Moore', 'Alan Alda', 'George Segal', 'Lily Tomlin', 'Josh Brolin', 'Richard Jenkins', 'Celia Weston', 'Glenn Fitzgerald', 'Beth Ostrosky', 'Cynthia Lamontagne', 'David Patrick Kelly', 'John Ford Noonan', 'Charlet Oberly', 'Nadia Dajani', 'Don Creech', 'Clarke Bittner', 'Tony Kruk', 'Jonathan Teague Cook', 'Steve Moreno', 'Tori Davis', 'Shawn Michael Howard', 'Suzanne Snyder']",25,15,David O. Russell
130,,50000000.0,"['Action', 'Thriller', 'Mystery', 'Romance']",,en,11.418917,['Paramount Pictures'],['United States of America'],95.0,1,Jade,5.1,45.0,1995.0,Fri,Oct,"['David Caruso', 'Linda Fiorentino', 'Chazz Palminteri', 'Michael Biehn', 'Richard Crenna', 'Angie Everhart', 'Donna Murphy', 'Holt McCallany', 'David Hunt', 'Kevin Tighe', 'Robin Thomas', 'Victoria Smith', 'Drew Snyder', 'Sandy Berumen', 'Buddy Joe Hooker', 'Bobby Bass', 'Dick Ziker', 'Victor Wong', 'Kenneth Tigar', 'Ron Yuan', 'John Wyman']",21,6,William Friedkin
139,,31000000.0,['Comedy'],,en,6.499680000000001,['United Artists'],['United States of America'],117.0,2,The Birdcage,6.7,303.0,1996.0,Fri,Mar,"['Robin Williams', 'Gene Hackman', 'Nathan Lane', 'Dianne Wiest', 'Grant Heslov', 'Hank Azaria', 'Dan Futterman', 'Calista Flockhart', 'Christine Baranski', 'Tom McGowan']",10,5,Mike Nichols
142,"{'id': 14890, 'name': 'Bad Boys Collection', 'poster_path': '/tSVbihfvVTCbcm0zXKA7L8R6Y9v.jpg', 'backdrop_path': '/yUvBiiC77UY6SyKhfFyLj7DNbfh.jpg'}",19000000.0,"['Action', 'Comedy', 'Crime', 'Thriller']",,en,9.262184,"['Columbia Pictures', 'Don Simpson/Jerry Bruckheimer Films']",['United States of America'],118.0,1,Bad Boys,6.5,1729.0,1995.0,Fri,Apr,"['Will Smith', 'Martin Lawrence', 'Téa Leoni', 'Tchéky Karyo', 'Joe Pantoliano', 'Marg Helgenberger', 'Michael Imperioli', 'Theresa Randle', 'Anna Levine', 'Nestor Serrano', 'Kevin Corrigan', 'Julio Oscar Mechoso', 'Saverio Guerra', 'Vic Manni', 'Frank John Hughes', 'Mike Kirton', 'Emmanuel Xuereb', 'Ralph Gonzalez', 'John Salley', 'Lisa Boyle', 'Marc Macaulay', 'Karen Alexander', 'Heather Davis', 'Buddy Bolton', 'Will Knickerbocker', 'Tiffany Samuels', 'Cory Hodges', 'Scott Cumberbatch', 'Michael Taliferro', 'Fawn Reed', 'Joey Romano', 'Sam Ayers']",32,20,Michael Bay
145,,4000000.0,"['Romance', 'Drama', 'Comedy']",,en,0.922958,"['Fine Line Features', 'BBC', 'British Screen Productions', 'Portman Productions']",['United Kingdom'],113.0,1,An Awfully Big Adventure,6.0,11.0,1995.0,Fri,Jul,"['Alan Rickman', 'Hugh Grant', 'Georgina Cates', 'Rita Tushingham', 'Alun Armstrong', 'Peter Firth', 'Prunella Scales', 'Nicola Pagett', 'Edward Petherbridge', 'Clive Merrison', 'Alan Cox', 'Gerard McSorley', 'James Frain', 'Carol Drinkwater', 'Ruth McCabe', 'Patti Love', 'Hilary Reynolds', 'Tom Hickey', 'Brendan Conroy', 'Johnny  Murphy']",20,29,Mike Newell
147,,52000000.0,['Drama'],,en,18.761467,"['Imagine Entertainment', 'Universal Pictures']",['United States of America'],140.0,1,Apollo 13,7.3,1637.0,1995.0,Fri,Jun,"['Tom Hanks', 'Bill Paxton', 'Kevin Bacon', 'Gary Sinise', 'Ed Harris', 'Kathleen Quinlan', 'Mary Kate Schellhardt', 'Emily Ann Lloyd', 'Miko Hughes', 'Max Elliott Slade', 'Jean Speegle Howard', 'Tracy Reiner', 'David Andrews', 'Michele Little', 'Chris Ellis', 'Joe Spano', 'Xander Berkeley', 'Roger Corman', 'Andrew Lipschultz', 'Mark Wheeler', 'Endre Hules', 'Clint Howard', 'Christian Clemenson', 'Brett Cullen', 'Thom Barry', 'Gabriel Jarret', 'Jim Lovell']",27,110,Ron Howard
148,,28000000.0,['Adventure'],,en,10.193549,"['United Artists', 'Talisman Productions']","['United Kingdom', 'United States of America']",139.0,1,Rob Roy,6.5,151.0,1995.0,Thu,Apr,"['Liam Neeson', 'Jessica Lange', 'John Hurt', 'Tim Roth', 'Eric Stoltz', 'Brian Cox', 'Jason Flemyng', 'Andrew Keir', 'Shirley Henderson', 'Brian McCardie', 'Gilbert Martin', 'Vicki Masson', 'Gilly Gilchrist', 'Ewan Stewart', 'David Hayman', 'David Brooks Palmer', 'Myra McFadyen', 'John Murtagh', 'Karen Matheson', 'Bill Gardiner', 'Brian McArthur', 'Valentine Nwanze', 'Richard Bonehill', 'Allan Sutherland']",24,9,Michael Caton-Jones
150,"{'id': 120794, 'name': 'Batman Collection', 'poster_path': '/adQxUvQW8HXNsvMG5aj71pHh9T.jpg', 'backdrop_path': '/9SpZvXLZDGGtFqVDByGqSGI64Kw.jpg'}",100000000.0,"['Action', 'Crime', 'Fantasy']",,en,13.321354000000001,"['Warner Bros.', 'Polygram Filmed Entertainment']","['United Kingdom', 'United States of America']",121.0,1,Batman Forever,5.2,1529.0,1995.0,Fri,Jun,"['Val Kilmer', 'Tommy Lee Jones', 'Jim Carrey', 'Nicole Kidman', ""Chris O'Donnell"", 'Michael Gough', 'Pat Hingle', 'Drew Barrymore', 'Debi Mazar', 'Elizabeth Sanders', 'Rene Auberjonois', 'Joe Grifasi', 'Philip Moon', 'Jessica Tuck', 'Dennis Paladino', 'Don Wilson', 'Bob Zmuda']",17,99,Joel Schumacher
153,"{'id': 439053, 'name': 'Brooklyn Cigar Store Collection', 'poster_path': '/bgiPsYjbjbRFmEeUfYlp8ZDBVJJ.jpg', 'backdrop_path': '/r4Ov7P8OADcOxfpuDujoJl2Cqry.jpg'}",2000000.0,['Comedy'],http://miramax.com/movie/blue-in-the-face/,en,11.528147,"['Miramax Films', 'InterAL']",['United States of America'],83.0,1,Blue in the Face,6.8,28.0,1995.0,Fri,Sep,"['Harvey Keitel', 'Lou Reed', 'Michael J. Fox', 'Roseanne Barr', 'Lily Tomlin', 'Giancarlo Esposito', 'José Zúñiga', 'Madonna', 'Mira Sorvino', 'Keith David', 'Victor Argo', 'Jim Jarmusch', 'Jared Harris', 'Mel Gorham', 'Malik Yoba', 'John Lurie', 'Stephen Gevedon', 'Sharif Rashed', 'Peggy Gormley', 'RuPaul']",20,19,Paul Auster
154,,11000000.0,"['Action', 'Comedy']",,en,5.391556,['PolyGram Filmed Entertainment'],"['Canada', 'United States of America']",91.0,1,Canadian Bacon,5.9,57.0,1995.0,Thu,Jun,"['John Candy', 'Alan Alda', 'Rhea Perlman', 'Kevin Pollak', 'Rip Torn', ""Kevin J. O'Connor"", 'Bill Nunn', 'G. D. Spradlin', 'Jim Belushi', 'Steven Wright', 'Brad Sullivan', 'Stanley Anderson', 'Richard Council', 'Wallace Shawn', 'Michael Moore', 'Dan Aykroyd', 'Roger Dunn']",17,12,Michael Moore
155,"{'id': 8819, 'name': 'Casper Collection', 'poster_path': '/nWKbJAOFwJlJm24dTovfQuUJOc2.jpg', 'backdrop_path': None}",50000000.0,"['Fantasy', 'Comedy', 'Family']",,en,12.812539,"['Universal Pictures', 'Amblin Entertainment', 'The Harvey Entertainment Company']",['United States of America'],100.0,1,Casper,6.0,1045.0,1995.0,Fri,May,"['Christina Ricci', 'Bill Pullman', 'Cathy Moriarty', 'Eric Idle', 'Joe Nipote', 'Joe Alaskey', 'Brad Garrett', 'Garette Ratliff Henson', 'Jessica Wesson', 'Amy Brenneman', 'Malachi Pearson', 'Chauncey Leopardi', 'Spencer Vrooman', 'Ben Stein', 'Don Novello', 'Fred Rogers', 'Terry Murphy', 'Ernestine Mercer', 'Doug Bruckner', 'John Kassir', 'Wesley Thompson', 'Michael Dubrow', 'J.J. Anderson', 'Jess Harnell', 'Michael McCarty', 'Micah Winkelspecht', 'Mike Simmrin', 'Devon Sawa', 'Dan Aykroyd', 'Rodney Dangerfield', 'Clint Eastwood', 'Mel Gibson', 'Elise Main', ""Tony Stef'Ano""]",34,22,Brad Silberling
156,,25000000.0,"['Mystery', 'Crime', 'Drama']",,en,4.558992,"['Universal Pictures', '40 Acres & A Mule Filmworks']",['United States of America'],128.0,1,Clockers,6.8,69.0,1995.0,Fri,Sep,"['Harvey Keitel', 'John Turturro', 'Delroy Lindo', 'Mekhi Phifer', 'Isaiah Washington', 'Keith David', 'Peewee Love', 'Regina Taylor', 'Thomas Jefferson Byrd', 'Kirk Jones', 'Fredro Starr', 'Elvis Nolasco', 'Lawrence B. Adisa', 'Hassan Johnson', 'Frances Foster', 'Michael Imperioli', 'Lisa Arrindell', 'Paul Calderon', 'Brendan Kelly', 'Mike Starr', 'Graham Brown', 'Steve White', 'Spike Lee', 'Shawn McLean', 'Arthur J. Nascarella', 'Harry Lennix', 'Bray Poor', 'Craig McNulty', 'Christopher Wynkoop', 'Paul Schulze', 'Donald Stephenson', 'John Fletcher', 'J.C. MacKenzie', 'David Evanson', 'Norman Matlock', 'Isaac Flower', 'Leonard L. Thomas', 'Maurice Sneed', 'Calvin Hart', 'Ginny Yang', 'Michael Badalucco', 'Rick Aiello', 'Scot Anthony Robinson', 'Richard Ziman', 'David Batiste', ""Mar'qus Sample"", ""Mar'rece Sample"", 'Ron Brice', 'Ken Garito', 'Anthony Nocerino', 'Brian Konowal', 'Michael McGruther', 'Carlo Vogel', 'Harvey Williams', 'Michael Cullen', 'Tim Kelleher', 'Skipp Sudduth', 'Larry Mullane', 'Patrick Ferraro', 'L.B. Williams', 'Jeff Ward', 'Ronda Fowler', 'Hal Sherman', 'Marc Webster', 'James Saxenmeyer', 'Paul DuBois', 'Jordan Brown', 'Michael Marchetta', 'Joanna Gardner', 'Mark Howard', 'Michael Shepherd', 'Gerald King', 'Ronta Davis', 'Lord Kayson', 'Orran Farmer', 'Wayne Muhammed', 'Martin Jaffe', 'Freddie Velez']",78,3,Spike Lee
157,,50000000.0,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",,en,7.260574,"['Paramount Pictures', 'Kennedy/Marshall Company, The']",['United States of America'],109.0,2,Congo,5.0,214.0,1995.0,Fri,Jun,"['Laura Linney', 'Dylan Walsh', 'Ernie Hudson', 'Tim Curry', 'Grant Heslov', 'Joe Don Baker', 'Lorene Noh', 'Mary Ellen Trainor', 'Misty Rosas', 'Stuart Pankin', 'Carolyn Seymour', 'Romy Rosemont', 'James Karen', 'Bill Pugin', 'Lawrence T. Wrentz', 'John Hawkes', 'Bruce Campbell', 'Adewale Akinnuoye-Agbaje', 'Delroy Lindo', 'Joe Pantoliano', 'Jimmy Buffett']",21,9,Frank Marshall
158,,53000000.0,"['Action', 'Thriller', 'Drama']",,en,8.657364999999999,"['Hollywood Pictures', 'Don Simpson/Jerry Bruckheimer Films']",['United States of America'],116.0,1,Crimson Tide,7.0,508.0,1995.0,Fri,May,"['Denzel Washington', 'Gene Hackman', 'Matt Craven', 'George Dzundza', 'Viggo Mortensen', 'James Gandolfini', 'Rocky Carroll', 'Jaime Gomez', 'Michael Milhoan', 'Scott Burkholder', 'Danny Nucci', 'Lillo Brancato', 'Eric Bruskotter', 'Ricky Schroder', 'Steve Zahn', 'Marcello Thedford', 'Ryan Phillippe', 'Scott Grimes']",18,32,Tony Scott
160,"{'id': 9649, 'name': 'Mexico Trilogy', 'poster_path': '/qmPhILSFQKaRyc81mVJWl05tHai.jpg', 'backdrop_path': '/6p1OzuIKWnTDfDea7IpB9xra5J.jpg'}",7000000.0,"['Thriller', 'Action', 'Crime']",,en,6.950458,"['Columbia Pictures', 'Los Hooligans Productions']",['United States of America'],104.0,1,Desperado,6.8,898.0,1995.0,Fri,Aug,"['Antonio Banderas', 'Salma Hayek', 'Joaquim de Almeida', 'Cheech Marin', 'Steve Buscemi', 'Carlos Andrés Gómez', 'Quentin Tarantino', 'Tito Larriva', 'Angel Aviles', 'Danny Trejo', 'Abraham Verduzco', 'Carlos Gallardo', 'Albert Michel Jr.', 'David Alvarado', 'Angela Lanza', 'Elizabeth Rodriguez']",16,20,Robert Rodriguez
161,,27000000.0,"['Drama', 'Mystery', 'Thriller']",,en,4.646132,"['TriStar Pictures', 'Mundy Lane Entertainment']",['United States of America'],102.0,1,Devil in a Blue Dress,6.3,88.0,1995.0,Fri,Sep,"['Denzel Washington', 'Tom Sizemore', 'Jennifer Beals', 'Don Cheadle', 'Maury Chaykin', 'Terry Kinney', 'Mel Winkler', 'Albert Hall', 'Lisa Nicole Carson', 'Jernard Burks', 'David Fonteno']",11,8,Carl Franklin
162,"{'id': 1570, 'name': 'Die Hard Collection', 'poster_path': '/dQP1lu4tBtCiAMeCRcuTFpJiM7y.jpg', 'backdrop_path': '/5kHVblr87FUScuab1PVSsK692IL.jpg'}",90000000.0,"['Action', 'Thriller']",,en,15.138855,"['Twentieth Century Fox Film Corporation', 'Cinergi Pictures Entertainment']",['United States of America'],128.0,3,Die Hard: With a Vengeance,6.9,2094.0,1995.0,Fri,May,"['Bruce Willis', 'Jeremy Irons', 'Samuel L. Jackson', 'Graham Greene', 'Colleen Camp', 'Larry Bryggman', 'Anthony Peck', 'Nicholas Wyman', 'Sam Phillips', 'Kevin Chamberlin', 'Sharon Washington', 'Stephen Pearlman', 'Michael Alexander Jackson', 'Aldis Hodge', 'Mischa Hausserman', 'Michael Cristofer', 'Tony Halme']",17,49,John McTiernan
165,,55000000.0,"['Action', 'Adventure', 'Drama', 'Romance']",,en,15.178338,"['Columbia Pictures Corporation', 'First Knight Productions']",['United States of America'],134.0,2,First Knight,5.9,319.0,1995.0,Fri,Jul,"['Sean Connery', 'Richard Gere', 'Julia Ormond', 'Ben Cross', 'Liam Cunningham', 'Christopher Villiers', 'Valentine Pelka', 'Colin McCormack', 'Ralph Ineson', 'John Gielgud', 'Stuart Bunce', 'Jane Robbins', 'Jean Marie Coffey', 'Paul Kynman', 'Tom Lucy', 'Richard Claxton']",16,16,Jerry Zucker
167,,20000000.0,"['Action', 'Crime', 'Thriller', 'Drama']",,en,14.810519000000001,"['United Artists', 'Suftley']",['United States of America'],107.0,4,Hackers,6.2,406.0,1995.0,Thu,Sep,"['Jonny Lee Miller', 'Angelina Jolie', 'Jesse Bradford', 'Matthew Lillard', 'Renoly Santiago', 'Fisher Stevens', 'Alberta Watson', 'Laurence Mason', 'Lorraine Bracco', 'Wendell Pierce', 'Michael Gaston', 'Marc Anthony', 'Penn Jillette', 'Peter Y. Kim', 'Darren Lee', 'Liza Walker', 'Bob Sessions', 'Ethan Browne', 'Blake Willett', 'Max Ligosh', 'Jeff Harding', 'Felicity Huffman', 'Paul Klementowicz', 'Denise George', 'William DeMeo']",25,29,Iain Softley
169,,25000000.0,"['Adventure', 'Action', 'Drama', 'Science Fiction', 'Thriller']",,en,11.715867999999999,"['TriStar Pictures', 'Alliance Communications Corporation']","['Canada', 'United States of America']",97.0,2,Johnny Mnemonic,5.5,380.0,1995.0,Fri,May,"['Keanu Reeves', 'Dina Meyer', 'Takeshi Kitano', 'Ice-T', 'Dolph Lundgren', 'Denis Akiyama', 'Henry Rollins', 'Barbara Sukowa', 'Udo Kier', 'Tracy Tweed', 'Falconer Abraham', 'Don Francks', 'Diego Chambers', 'Sherry Miller', 'Arthur Eng', 'Von Flores', 'Victoria Tengelis', 'Warren Sulatycky', 'Celina Wu', 'Gene Mack', 'Jamie Elman', 'Simon Sinn', 'Caitlin Carmody', 'Erin Carmody', ""Douglas O'Keeffe"", 'Marlow Vella', 'Howard Szafer', 'Paul Brogren', 'Arthi Sambasivan', 'Michael A. Miranda', 'Coyote Shivers', 'Lynne Adams', 'Michael Shearer', 'Susan Tsagkaris', 'Christopher Comrie', 'Robin Crosby', 'Glenn Bang', 'Natalie Gray']",38,9,Robert Longo
170,,90000000.0,['Science Fiction'],,en,8.184814999999999,"['Hollywood Pictures', 'Cinergi Pictures Entertainment']",['United States of America'],96.0,1,Judge Dredd,5.4,643.0,1995.0,Fri,Jun,"['Sylvester Stallone', 'Diane Lane', 'Armand Assante', 'Rob Schneider', 'Jürgen Prochnow', 'Max von Sydow', 'Christopher Adamson', 'Joanna Miles', 'Joan Chen', 'Balthazar Getty', 'Maurice Roeves', 'Ian Dury', 'Ewen Bremner', 'Peter Marinker', 'Martin McDougall', 'Mitchell Ryan', 'Scott Wilson']",17,20,Danny Cannon
